STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE;REVENUE;NUMBER_OF_SALES;TRANSACTION_DATE;DAY_NAME;MONTH_NAME;HOUR_OF_DAY;DAY_CLASSIFICATION;TRANSACTION_TIME;TIME_CATEGORISATIONS
Astoria;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/05/10;Wed;May;10;Weekday;10:51:25.000;Morning
Lower Manhattan;Bakery;Oatmeal Scone;Scone;3;1;2023/05/10;Wed;May;11;Weekday;11:16:42.000;Morning
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/05/10;Wed;May;11;Weekday;11:23:45.000;Morning
Hell's Kitchen;Bakery;Croissant;Pastry;3,5;1;2023/05/10;Wed;May;11;Weekday;11:32:06.000;Morning
Astoria;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/10;Wed;May;11;Weekday;11:56:58.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/05/10;Wed;May;12;Weekday;12:10:18.000;Afternoon
Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;1,6;1;2023/05/10;Wed;May;12;Weekday;12:38:30.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/10;Wed;May;12;Weekday;12:53:04.000;Afternoon
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/05/10;Wed;May;13;Weekday;13:38:16.000;Afternoon
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/05/10;Wed;May;14;Weekday;14:25:18.000;Afternoon
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/05/10;Wed;May;15;Weekday;15:36:09.000;Afternoon
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/10;Wed;May;16;Weekday;16:25:54.000;Evening
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/10;Wed;May;17;Weekday;17:56:46.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/10;Wed;May;18;Weekday;18:09:12.000;Evening
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/11;Thu;May;6;Weekday;06:41:32.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/11;Thu;May;7;Weekday;07:16:00.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/05/11;Thu;May;7;Weekday;07:33:49.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/05/11;Thu;May;7;Weekday;07:57:44.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/05/11;Thu;May;8;Weekday;08:43:31.000;Morning
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/11;Thu;May;8;Weekday;08:44:50.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/05/11;Thu;May;10;Weekday;10:04:24.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/05/11;Thu;May;10;Weekday;10:09:48.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/11;Thu;May;10;Weekday;10:18:28.000;Morning
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/11;Thu;May;10;Weekday;10:22:15.000;Morning
Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/05/11;Thu;May;11;Weekday;11:29:39.000;Morning
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/11;Thu;May;11;Weekday;11:58:15.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/11;Thu;May;12;Weekday;12:44:34.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/11;Thu;May;12;Weekday;12:49:48.000;Afternoon
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/05/11;Thu;May;14;Weekday;14:28:30.000;Afternoon
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/05/11;Thu;May;17;Weekday;17:55:37.000;Evening
Lower Manhattan;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/12;Fri;May;6;Weekday;06:26:46.000;Morning
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/05/12;Fri;May;6;Weekday;06:33:48.000;Morning
Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;6,2;1;2023/05/12;Fri;May;6;Weekday;06:41:19.000;Morning
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/05/12;Fri;May;6;Weekday;06:43:09.000;Morning
Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/05/12;Fri;May;6;Weekday;06:56:13.000;Morning
Lower Manhattan;Coffee;Espresso shot;Barista Espresso;3;1;2023/05/12;Fri;May;6;Weekday;06:57:55.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/05/12;Fri;May;7;Weekday;07:10:05.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/05/12;Fri;May;7;Weekday;07:56:35.000;Morning
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/05/12;Fri;May;8;Weekday;08:14:18.000;Morning
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/05/12;Fri;May;9;Weekday;09:19:27.000;Morning
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/05/12;Fri;May;9;Weekday;09:41:59.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/05/12;Fri;May;9;Weekday;09:54:30.000;Morning
Astoria;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/05/12;Fri;May;10;Weekday;10:57:45.000;Morning
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/05/12;Fri;May;11;Weekday;11:24:18.000;Morning
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/12;Fri;May;12;Weekday;12:12:50.000;Afternoon
Lower Manhattan;Coffee;Espresso shot;Barista Espresso;3;1;2023/05/12;Fri;May;13;Weekday;13:40:13.000;Afternoon
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/05/12;Fri;May;14;Weekday;14:57:14.000;Afternoon
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/05/12;Fri;May;15;Weekday;15:10:15.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/12;Fri;May;16;Weekday;16:08:54.000;Evening
Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/05/12;Fri;May;18;Weekday;18:16:13.000;Evening
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/05/13;Sat;May;7;Weekend;07:48:18.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/05/13;Sat;May;8;Weekend;08:10:47.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/05/13;Sat;May;8;Weekend;08:27:36.000;Morning
Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/05/13;Sat;May;8;Weekend;08:30:51.000;Morning
Lower Manhattan;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/05/13;Sat;May;10;Weekend;10:13:37.000;Morning
Hell's Kitchen;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/05/13;Sat;May;10;Weekend;10:53:15.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/13;Sat;May;12;Weekend;12:44:40.000;Afternoon
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/05/13;Sat;May;15;Weekend;15:14:42.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/05/13;Sat;May;9;Weekend;09:02:20.000;Morning
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/05/13;Sat;May;10;Weekend;10:58:41.000;Morning
Hell's Kitchen;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/05/13;Sat;May;18;Weekend;18:50:19.000;Evening
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/05/14;Sun;May;7;Weekend;07:43:02.000;Morning
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/14;Sun;May;8;Weekend;08:37:03.000;Morning
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/14;Sun;May;8;Weekend;08:39:05.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/14;Sun;May;9;Weekend;09:35:04.000;Morning
Lower Manhattan;Loose Tea;Lemon Grass;Herbal tea;8,95;1;2023/05/14;Sun;May;9;Weekend;09:43:36.000;Morning
Hell's Kitchen;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/05/14;Sun;May;9;Weekend;09:53:04.000;Morning
Hell's Kitchen;Coffee beans;Brazilian - Organic;Organic Beans;18;1;2023/05/14;Sun;May;10;Weekend;10:02:07.000;Morning
Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/05/14;Sun;May;10;Weekend;10:17:54.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/14;Sun;May;11;Weekend;11:06:00.000;Morning
Astoria;Coffee;Latte;Barista Espresso;7,5;1;2023/05/14;Sun;May;11;Weekend;11:40:03.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/05/14;Sun;May;12;Weekend;12:18:23.000;Afternoon
Lower Manhattan;Loose Tea;Traditional Blend Chai;Chai tea;8,95;1;2023/05/14;Sun;May;12;Weekend;12:29:58.000;Afternoon
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/05/14;Sun;May;14;Weekend;14:57:29.000;Afternoon
Astoria;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/05/14;Sun;May;18;Weekend;18:36:14.000;Evening
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/05/14;Sun;May;19;Weekend;19:02:05.000;Evening
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/05/14;Sun;May;19;Weekend;19:23:59.000;Evening
Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup;1,6;1;2023/05/15;Mon;May;6;Weekday;06:37:40.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/05/15;Mon;May;6;Weekday;06:39:55.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/05/15;Mon;May;7;Weekday;07:34:09.000;Morning
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/05/15;Mon;May;7;Weekday;07:39:30.000;Morning
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/05/15;Mon;May;7;Weekday;07:39:40.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/05/15;Mon;May;7;Weekday;07:41:35.000;Morning
Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/05/15;Mon;May;8;Weekday;08:44:44.000;Morning
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/15;Mon;May;9;Weekday;09:46:45.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/05/15;Mon;May;13;Weekday;13:01:08.000;Afternoon
Astoria;Bakery;Croissant;Pastry;3,5;1;2023/05/15;Mon;May;18;Weekday;18:22:41.000;Evening
Hell's Kitchen;Coffee;Espresso shot;Barista Espresso;3;1;2023/05/16;Tue;May;6;Weekday;06:42:27.000;Morning
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/05/16;Tue;May;7;Weekday;07:09:11.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/05/16;Tue;May;7;Weekday;07:20:23.000;Morning
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/05/16;Tue;May;8;Weekday;08:21:20.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/05/16;Tue;May;9;Weekday;09:58:37.000;Morning
Astoria;Coffee;Latte;Barista Espresso;7,5;1;2023/05/16;Tue;May;10;Weekday;10:32:27.000;Morning
Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/16;Tue;May;10;Weekday;10:33:05.000;Morning
Astoria;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/05/16;Tue;May;10;Weekday;10:46:36.000;Morning
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/05/16;Tue;May;11;Weekday;11:18:03.000;Morning
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/05/16;Tue;May;11;Weekday;11:45:19.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/16;Tue;May;13;Weekday;13:51:22.000;Afternoon
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/05/16;Tue;May;15;Weekday;15:08:00.000;Afternoon
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/05/16;Tue;May;17;Weekday;17:52:05.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/05/16;Tue;May;18;Weekday;18:33:01.000;Evening
Astoria;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/05/16;Tue;May;18;Weekday;18:38:42.000;Evening
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/05/17;Wed;May;7;Weekday;07:16:05.000;Morning
Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/05/17;Wed;May;8;Weekday;08:40:29.000;Morning
Astoria;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/17;Wed;May;8;Weekday;08:44:44.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/05/17;Wed;May;9;Weekday;09:37:28.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/05/17;Wed;May;9;Weekday;09:50:21.000;Morning
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/17;Wed;May;10;Weekday;10:41:08.000;Morning
Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/05/17;Wed;May;12;Weekday;12:42:39.000;Afternoon
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/05/17;Wed;May;13;Weekday;13:57:04.000;Afternoon
Astoria;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/05/17;Wed;May;17;Weekday;17:44:09.000;Evening
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/05/17;Wed;May;19;Weekday;19:40:42.000;Evening
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/05/18;Thu;May;6;Weekday;06:37:59.000;Morning
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/05/18;Thu;May;7;Weekday;07:05:38.000;Morning
Astoria;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/05/18;Thu;May;7;Weekday;07:07:38.000;Morning
Hell's Kitchen;Coffee;Latte;Barista Espresso;3,75;1;2023/05/18;Thu;May;7;Weekday;07:54:46.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/18;Thu;May;8;Weekday;08:02:20.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/04/17;Mon;Apr;16;Weekday;16:26:24.000;Evening
Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/05/05;Fri;May;13;Weekday;13:40:24.000;Afternoon
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/05/17;Wed;May;17;Weekday;17:34:44.000;Evening
Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/05/18;Thu;May;8;Weekday;08:56:37.000;Morning
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/05/18;Thu;May;9;Weekday;09:19:45.000;Morning
Hell's Kitchen;Bakery;Croissant;Pastry;3,5;1;2023/05/18;Thu;May;9;Weekday;09:21:34.000;Morning
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/05/18;Thu;May;9;Weekday;09:44:21.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/05/18;Thu;May;9;Weekday;09:50:46.000;Morning
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/18;Thu;May;10;Weekday;10:04:11.000;Morning
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/05/18;Thu;May;10;Weekday;10:08:33.000;Morning
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/05/18;Thu;May;10;Weekday;10:12:46.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;7,5;1;2023/05/18;Thu;May;10;Weekday;10:25:15.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/05/18;Thu;May;10;Weekday;10:32:07.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/05/18;Thu;May;11;Weekday;11:13:54.000;Morning
Astoria;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/18;Thu;May;11;Weekday;11:14:55.000;Morning
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;0,8;1;2023/05/18;Thu;May;11;Weekday;11:20:26.000;Morning
Lower Manhattan;Coffee;Latte;Barista Espresso;3,75;1;2023/05/18;Thu;May;12;Weekday;12:52:41.000;Afternoon
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/05/18;Thu;May;18;Weekday;18:43:48.000;Evening
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/05/18;Thu;May;19;Weekday;19:42:29.000;Evening
Hell's Kitchen;Loose Tea;Earl Grey;Black tea;8,95;1;2023/05/18;Thu;May;19;Weekday;19:50:26.000;Evening
Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/05/19;Fri;May;6;Weekday;06:36:03.000;Morning
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/19;Fri;May;7;Weekday;07:34:30.000;Morning
Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/05/19;Fri;May;7;Weekday;07:38:20.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/05/19;Fri;May;7;Weekday;07:42:11.000;Morning
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/19;Fri;May;7;Weekday;07:49:06.000;Morning
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/19;Fri;May;7;Weekday;07:52:00.000;Morning
Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/05/19;Fri;May;9;Weekday;09:07:22.000;Morning
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/05/19;Fri;May;9;Weekday;09:22:18.000;Morning
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/05/19;Fri;May;10;Weekday;10:07:28.000;Morning
Astoria;Tea;Peppermint Lg;Brewed herbal tea;6;1;2023/05/19;Fri;May;10;Weekday;10:15:21.000;Morning
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/05/19;Fri;May;10;Weekday;10:52:27.000;Morning
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/19;Fri;May;11;Weekday;11:24:08.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/05/19;Fri;May;11;Weekday;11:25:45.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/05/19;Fri;May;12;Weekday;12:24:56.000;Afternoon
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/05/19;Fri;May;15;Weekday;15:02:44.000;Afternoon
Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/05/19;Fri;May;16;Weekday;16:16:30.000;Evening
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/19;Fri;May;16;Weekday;16:32:35.000;Evening
Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/05/19;Fri;May;16;Weekday;16:45:46.000;Evening
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/05/19;Fri;May;17;Weekday;17:15:47.000;Evening
Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/05/19;Fri;May;17;Weekday;17:50:15.000;Evening
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/05/19;Fri;May;19;Weekday;19:25:12.000;Evening
Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/05/19;Fri;May;19;Weekday;19:31:32.000;Evening
Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/05/20;Sat;May;7;Weekend;07:53:28.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/05/20;Sat;May;8;Weekend;08:02:55.000;Morning
Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;1,6;1;2023/05/20;Sat;May;8;Weekend;08:13:13.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/20;Sat;May;8;Weekend;08:16:50.000;Morning
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/05/20;Sat;May;8;Weekend;08:27:10.000;Morning
Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/20;Sat;May;8;Weekend;08:38:04.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/20;Sat;May;8;Weekend;08:45:39.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/05/20;Sat;May;8;Weekend;08:52:13.000;Morning
Astoria;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/05/20;Sat;May;9;Weekend;09:09:07.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/05/20;Sat;May;9;Weekend;09:16:21.000;Morning
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/20;Sat;May;9;Weekend;09:18:47.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/05/20;Sat;May;9;Weekend;09:24:29.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/20;Sat;May;9;Weekend;09:26:38.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/05/20;Sat;May;10;Weekend;10:12:50.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/20;Sat;May;10;Weekend;10:13:47.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/05/20;Sat;May;10;Weekend;10:47:59.000;Morning
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/20;Sat;May;12;Weekend;12:20:08.000;Afternoon
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/05/20;Sat;May;12;Weekend;12:34:03.000;Afternoon
Lower Manhattan;Loose Tea;Spicy Eye Opener Chai;Chai tea;10,95;1;2023/05/20;Sat;May;13;Weekend;13:08:39.000;Afternoon
Astoria;Tea;Peppermint Rg;Brewed herbal tea;2,5;1;2023/05/20;Sat;May;18;Weekend;18:34:02.000;Evening
Astoria;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/20;Sat;May;19;Weekend;19:27:22.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/05/20;Sat;May;19;Weekend;19:41:35.000;Evening
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/21;Sun;May;8;Weekend;08:06:13.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/21;Sun;May;8;Weekend;08:07:10.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/21;Sun;May;8;Weekend;08:12:36.000;Morning
Astoria;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/05/21;Sun;May;8;Weekend;08:17:01.000;Morning
Hell's Kitchen;Branded;I Need My Bean! T-shirt;Clothing;28;1;2023/05/21;Sun;May;8;Weekend;08:35:24.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;10,5;1;2023/05/21;Sun;May;9;Weekend;09:21:37.000;Morning
Astoria;Coffee beans;Columbian Medium Roast;Gourmet Beans;15;1;2023/05/21;Sun;May;9;Weekend;09:26:31.000;Morning
Astoria;Coffee;Latte;Barista Espresso;3,75;1;2023/05/21;Sun;May;9;Weekend;09:37:15.000;Morning
Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/05/21;Sun;May;10;Weekend;10:01:14.000;Morning
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/05/21;Sun;May;10;Weekend;10:12:14.000;Morning
Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/05/21;Sun;May;10;Weekend;10:24:32.000;Morning
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;6;1;2023/05/21;Sun;May;10;Weekend;10:26:07.000;Morning
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;2,1;1;2023/05/21;Sun;May;10;Weekend;10:48:19.000;Morning
Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup;1,6;1;2023/05/21;Sun;May;16;Weekend;16:25:32.000;Evening
Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/05/21;Sun;May;17;Weekend;17:49:49.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;5,3;1;2023/05/22;Mon;May;6;Weekday;06:34:57.000;Morning
